Advertisers,Bid ranges (gross),Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
Tune Group,THB 136.92 - THB 140.11,39.00,138.81,1.65,29.00,138.86,57.05,0.74
Tune Group,THB 140.11 - THB 143.29,40.00,141.84,2.03,32.00,141.75,63.33,0.80
Tune Group,THB 143.29 - THB 146.48,32.00,145.10,1.83,30.00,145.01,61.07,0.94
Tune Group,THB 146.48 - THB 149.66,23.00,147.97,1.14,20.00,147.82,56.95,0.87
Tune Group,THB 149.66 - THB 152.84,25.00,151.29,1.41,25.00,151.29,56.55,1.00
Tune Group,THB 152.84 - THB 156.03,38.00,154.10,2.13,36.00,154.08,59.03,0.95
Tune Group,THB 156.03 - THB 159.21,32.00,157.27,1.93,32.00,157.27,60.28,1.00
Tune Group,THB 159.21 - THB 162.40,11.00,161.23,0.51,9.00,161.25,56.74,0.82
Tune Group,THB 162.40 - THB 165.58,19.00,164.25,0.64,12.00,164.53,53.19,0.63
Tune Group,THB 165.58 - THB 168.77,9.00,167.60,0.51,8.00,167.50,63.35,0.89
Tune Group,THB 168.77 - THB 171.95,14.00,171.03,0.83,14.00,171.03,59.30,1.00
Tune Group,THB 171.95 - THB 175.13,14.00,173.52,0.77,14.00,173.52,54.66,1.00
Tune Group,THB 175.13 - THB 178.32,15.00,177.04,0.69,12.00,176.91,57.76,0.80
Tune Group,THB 178.32 - THB 181.50,26.00,179.70,1.36,24.00,179.72,56.72,0.92
Tune Group,THB 181.50 - THB 184.69,20.00,183.55,1.20,19.00,183.59,63.29,0.95
Tune Group,THB 184.69 - THB 187.87,10.00,186.76,0.45,7.00,186.58,63.77,0.70
Tune Group,THB 187.87 - THB 191.06,11.00,189.71,0.64,11.00,189.71,58.23,1.00
Tune Group,THB 191.06 - THB 194.24,8.00,193.11,0.45,7.00,192.91,63.82,0.88
Tune Group,THB 194.24 - THB 197.42,10.00,196.57,0.38,8.00,196.85,47.89,0.80
Tune Group,THB 197.42 - THB 200.61,8.00,199.25,0.51,8.00,199.25,63.78,1.00
Tune Group,THB 200.61 - THB 203.79,12.00,201.13,0.77,12.00,201.13,63.82,1.00
Tune Group,THB 203.79 - THB 206.98,13.00,204.77,0.93,13.00,204.77,71.47,1.00
Tune Group,THB 206.98 - THB 210.16,7.00,208.94,0.32,6.00,208.69,53.24,0.86
Tune Group,THB 210.16 - THB 213.35,8.00,212.45,0.51,8.00,212.45,63.81,1.00
Tune Group,THB 213.35 - THB 216.53,3.00,214.95,0.21,3.00,214.95,69.51,1.00
Tune Group,THB 216.53 - THB 219.71,8.00,218.40,0.38,6.00,218.58,63.89,0.75
Tune Group,THB 219.71 - THB 222.90,7.00,222.03,0.38,6.00,222.30,63.85,0.86
Tune Group,THB 222.90 - THB 226.08,4800.00,223.39,284.85,4660.00,223.39,61.13,0.97
Tune Group,THB 226.08 - THB 229.27,6.00,227.83,0.40,6.00,227.83,66.76,1.00
Tune Group,THB 229.27 - THB 232.45,10.00,230.55,0.51,10.00,230.55,51.07,1.00
Tune Group,THB 232.45 - THB 235.64,6.00,234.42,0.32,6.00,234.42,53.17,1.00
Tune Group,THB 235.64 - THB 238.82,2.00,238.60,0.13,2.00,238.60,63.79,1.00
Tune Group,THB 238.82 - THB 242.00,4.00,240.78,0.19,4.00,240.78,47.91,1.00
Tune Group,THB 242.00 - THB 245.19,5.00,244.26,0.32,4.00,244.42,80.14,0.80
Tune Group,THB 245.19 - THB 248.37,5.00,246.58,0.26,4.00,246.74,63.79,0.80
Tune Group,THB 248.37 - THB 251.56,5.00,250.81,0.51,5.00,250.81,101.09,1.00
Tune Group,THB 251.56 - THB 254.74,1.00,254.08,0.00,1.00,254.08,0.00,1.00
Tune Group,THB 254.74 - THB 257.93,4387.00,255.30,270.54,4267.00,255.30,63.40,0.97
Tune Group,THB 257.93 - THB 261.11,1.00,260.90,0.08,1.00,260.90,80.23,1.00
Tune Group,THB 264.29 - THB 267.48,3.00,265.93,0.13,3.00,265.93,42.53,1.00
Tune Group,THB 267.48 - THB 270.66,2.00,268.54,0.13,2.00,268.54,63.88,1.00
Tune Group,THB 270.66 - THB 273.85,3.00,273.03,0.19,3.00,273.03,63.81,1.00
Tune Group,THB 273.85 - THB 277.03,3.00,275.38,0.19,3.00,275.38,63.89,1.00
Tune Group,THB 277.03 - THB 280.22,1.00,278.52,0.06,1.00,278.52,63.89,1.00
Tune Group,THB 280.22 - THB 283.40,5.00,282.41,0.07,4.00,282.15,18.41,0.80
Tune Group,THB 283.40 - THB 286.58,3.00,285.00,0.13,2.00,285.17,63.89,0.67
Tune Group,THB 286.58 - THB 289.77,3.00,290.36,0.13,2.00,290.33,63.88,0.67
Tune Group,THB 292.95 - THB 296.14,4.00,294.89,0.26,4.00,294.89,63.83,1.00
Tune Group,THB 296.14 - THB 299.32,3.00,297.94,0.13,2.00,297.87,63.79,0.67
Tune Group,THB 299.32 - THB 302.51,5.00,301.42,0.26,5.00,301.42,52.79,1.00
Tune Group,THB 302.51 - THB 305.69,4.00,304.84,0.19,3.00,304.76,63.75,0.75
Tune Group,THB 305.69 - THB 308.87,4.00,306.97,0.13,3.00,306.96,42.59,0.75
Tune Group,THB 308.87 - THB 312.06,1.00,310.73,0.06,1.00,310.73,63.90,1.00
Tune Group,THB 312.06 - THB 315.24,2.00,314.78,0.06,2.00,314.78,31.94,1.00
Tune Group,THB 315.24 - THB 318.43,3.00,316.65,0.21,3.00,316.65,68.76,1.00
Tune Group,THB 318.43 - THB 321.61,1.00,320.82,0.10,1.00,320.82,99.86,1.00
Tune Group,THB 321.61 - THB 324.80,1.00,322.86,0.06,1.00,322.86,63.89,1.00
Tune Group,THB 334.35 - THB 337.53,1.00,336.72,0.06,1.00,336.72,63.88,1.00
Tune Group,THB 337.53 - THB 340.72,1.00,338.92,0.06,1.00,338.92,63.88,1.00
Tune Group,THB 343.90 - THB 347.09,4.00,346.52,0.21,4.00,346.52,51.95,1.00
Tune Group,THB 347.09 - THB 350.27,1.00,349.32,0.00,0.00,0.00,0.00,0.00
Tune Group,THB 356.64 - THB 359.82,1.00,358.97,0.06,1.00,358.97,63.90,1.00
Tune Group,THB 359.82 - THB 363.01,2.00,362.83,0.13,2.00,362.83,64.01,1.00
Tune Group,THB 372.56 - THB 375.74,1.00,375.84,0.06,1.00,375.84,63.90,1.00
Tune Group,THB 378.93 - THB 382.11,1.00,382.79,0.06,1.00,382.79,63.89,1.00
Tune Group,THB 388.48 - THB 391.66,1.00,389.85,0.06,1.00,389.85,64.14,1.00
Tune Group,THB 401.22 - THB 404.40,1.00,405.18,0.06,1.00,405.18,63.89,1.00
Tune Group,THB 413.95 - THB 417.14,1.00,417.26,0.06,1.00,417.26,63.89,1.00
Tune Group,THB 423.51 - THB 426.69,2.00,425.76,0.13,2.00,425.76,63.89,1.00
Tune Group,THB 429.88 - THB 433.06,1.00,432.85,0.10,1.00,432.85,99.86,1.00
Tune Group,THB 436.24 - THB 439.43,1.00,439.05,0.06,1.00,439.05,63.88,1.00
Tune Group,THB 452.17 - THB 455.35,2.00,454.61,0.32,2.00,454.61,161.91,1.00
Tune Group,THB 480.82 - THB 484.01,1.00,483.64,0.06,1.00,483.64,63.89,1.00
Tune Group,THB 496.75 - THB 499.93,4.00,498.10,0.06,4.00,498.10,15.92,1.00
Tune Group,THB 525.40 - THB 528.59,1.00,527.74,0.00,0.00,0.00,0.00,0.00
Tune Group,THB 554.06 - THB 557.25,1.00,558.83,0.06,1.00,558.83,63.89,1.00
Tune Group,THB 573.17 - THB 576.35,1.00,577.24,0.06,1.00,577.24,63.90,1.00
Tune Group,THB 741.93 - THB 745.12,1.00,746.06,0.06,1.00,746.06,63.89,1.00
Tune Group,THB 859.75 - THB 862.94,1.00,863.81,0.06,1.00,863.81,63.89,1.00
Unclassified advertisers,THB 0.00 - THB 3.18,4809405.00,1.47,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 3.18 - THB 6.37,4427008.00,4.59,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 6.37 - THB 9.55,3676368.00,7.88,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 9.55 - THB 12.74,3308249.00,11.12,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 12.74 - THB 15.92,2551893.00,14.12,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 15.92 - THB 19.11,962831.00,17.48,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 19.11 - THB 22.29,595386.00,20.74,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 22.29 - THB 25.47,213030.00,23.78,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 25.47 - THB 28.66,138927.00,27.05,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 28.66 - THB 31.84,285132.00,30.07,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 31.84 - THB 35.03,91742.00,33.57,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 35.03 - THB 38.21,65917.00,36.73,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 38.21 - THB 41.40,76895.00,39.90,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 41.40 - THB 44.58,98483.00,42.94,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 44.58 - THB 47.76,79182.00,46.36,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 47.76 - THB 50.95,67547.00,49.42,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 50.95 - THB 54.13,76362.00,52.57,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 54.13 - THB 57.32,79123.00,55.78,0.00,0.00,0.00,0.00,0.00
Unclassified advertisers,THB 57.32 - THB 60.50,95331.00,58.81,11.46,198.00,60.06,57.86,0.00
Unclassified advertisers,THB 60.50 - THB 63.69,40702.00,62.08,14.71,258.00,61.94,57.03,0.01
Unclassified advertisers,THB 63.69 - THB 66.87,25919.00,65.50,713.67,11895.00,65.52,60.00,0.46
Unclassified advertisers,THB 66.87 - THB 70.05,30919.00,68.49,512.74,8393.00,68.63,61.09,0.27
Unclassified advertisers,THB 70.05 - THB 73.24,31462.00,71.57,565.83,9293.00,71.38,60.89,0.30
Unclassified advertisers,THB 73.24 - THB 76.42,11913.00,74.59,242.93,4013.00,75.16,60.54,0.34
Unclassified advertisers,THB 76.42 - THB 79.61,11014.00,78.23,452.84,7432.00,78.56,60.93,0.67
Unclassified advertisers,THB 79.61 - THB 82.79,64479.00,80.07,3703.99,61560.00,80.06,60.17,0.95
Unclassified advertisers,THB 82.79 - THB 85.98,4478.00,84.44,237.69,3941.00,84.45,60.31,0.88
Unclassified advertisers,THB 85.98 - THB 89.16,4359.00,87.63,234.87,3900.00,87.62,60.22,0.89
Unclassified advertisers,THB 89.16 - THB 92.34,3930.00,90.77,207.53,3492.00,90.77,59.43,0.89
Unclassified advertisers,THB 92.34 - THB 95.53,3499.00,94.01,189.69,3134.00,94.01,60.53,0.90
Unclassified advertisers,THB 95.53 - THB 98.71,6140.00,96.53,333.15,5466.00,96.52,60.95,0.89
Unclassified advertisers,THB 98.71 - THB 101.90,6750.00,100.17,367.28,6099.00,100.16,60.22,0.90
Unclassified advertisers,THB 101.90 - THB 105.08,2853.00,103.57,154.89,2590.00,103.57,59.80,0.91
Unclassified advertisers,THB 105.08 - THB 108.27,3373.00,106.77,184.96,3078.00,106.78,60.09,0.91
Unclassified advertisers,THB 108.27 - THB 111.45,2653.00,109.90,143.06,2376.00,109.90,60.21,0.90
Unclassified advertisers,THB 111.45 - THB 114.63,2430.00,113.11,131.89,2181.00,113.10,60.47,0.90
Unclassified advertisers,THB 114.63 - THB 117.82,2140.00,116.31,114.12,1876.00,116.29,60.83,0.88
Unclassified advertisers,THB 117.82 - THB 121.00,3076.00,119.76,152.44,2789.00,119.76,54.66,0.91
Unclassified advertisers,THB 121.00 - THB 124.19,2378.00,122.41,131.89,2163.00,122.40,60.98,0.91
Unclassified advertisers,THB 124.19 - THB 127.37,1939.00,125.84,98.96,1657.00,125.83,59.72,0.85
Unclassified advertisers,THB 127.37 - THB 130.55,1826.00,129.07,98.42,1612.00,129.09,61.06,0.88
Unclassified advertisers,THB 130.55 - THB 133.74,1654.00,132.32,88.77,1484.00,132.33,59.82,0.90
Unclassified advertisers,THB 133.74 - THB 136.92,1389.00,135.48,73.68,1214.00,135.48,60.69,0.87
Unclassified advertisers,THB 136.92 - THB 140.11,1935.00,139.21,107.47,1781.00,139.25,60.34,0.92
Unclassified advertisers,THB 140.11 - THB 143.29,1325.00,141.79,72.36,1183.00,141.81,61.17,0.89
Unclassified advertisers,THB 143.29 - THB 146.48,1299.00,144.91,69.86,1162.00,144.90,60.12,0.89
Unclassified advertisers,THB 146.48 - THB 149.66,1129.00,148.27,60.19,1021.00,148.29,58.95,0.90
Unclassified advertisers,THB 149.66 - THB 152.84,1148.00,151.32,59.27,1025.00,151.33,57.82,0.89
Unclassified advertisers,THB 152.84 - THB 156.03,1048.00,154.70,58.57,939.00,154.68,62.37,0.90
Unclassified advertisers,THB 156.03 - THB 159.21,1025.00,157.70,55.33,915.00,157.70,60.47,0.89
Unclassified advertisers,THB 159.21 - THB 162.40,1128.00,160.74,60.08,1011.00,160.75,59.42,0.90
Unclassified advertisers,THB 162.40 - THB 165.58,958.00,164.14,52.23,850.00,164.14,61.45,0.89
Unclassified advertisers,THB 165.58 - THB 168.77,925.00,167.32,51.67,826.00,167.33,62.56,0.89
Unclassified advertisers,THB 168.77 - THB 171.95,809.00,170.55,44.86,735.00,170.57,61.03,0.91
Unclassified advertisers,THB 171.95 - THB 175.13,798.00,173.68,42.70,718.00,173.66,59.47,0.90
Unclassified advertisers,THB 175.13 - THB 178.32,778.00,176.83,42.68,713.00,176.83,59.86,0.92
Unclassified advertisers,THB 178.32 - THB 181.50,22259.00,180.01,655.95,21309.00,180.01,30.78,0.96
Unclassified advertisers,THB 181.50 - THB 184.69,767.00,183.27,42.54,689.00,183.29,61.74,0.90
Unclassified advertisers,THB 184.69 - THB 187.87,830.00,186.45,46.63,752.00,186.45,62.01,0.91
Unclassified advertisers,THB 187.87 - THB 191.06,1194.00,189.57,60.34,1096.00,189.56,55.05,0.92
Unclassified advertisers,THB 191.06 - THB 194.24,1836.00,191.90,75.64,1691.00,191.89,44.73,0.92
Unclassified advertisers,THB 194.24 - THB 197.42,747.00,196.05,40.97,676.00,196.02,60.61,0.91
Unclassified advertisers,THB 197.42 - THB 200.61,1382.00,199.57,55.71,1241.00,199.58,44.89,0.90
Unclassified advertisers,THB 200.61 - THB 203.79,667.00,202.47,38.84,608.00,202.45,63.88,0.91
Unclassified advertisers,THB 203.79 - THB 206.98,743.00,205.32,41.19,682.00,205.31,60.40,0.92
Unclassified advertisers,THB 206.98 - THB 210.16,824.00,209.02,49.28,787.00,209.03,62.62,0.96
Unclassified advertisers,THB 210.16 - THB 213.35,653.00,211.98,37.48,587.00,212.00,63.85,0.90
Unclassified advertisers,THB 213.35 - THB 216.53,592.00,215.17,34.14,529.00,215.15,64.55,0.89
Unclassified advertisers,THB 216.53 - THB 219.71,4497.00,219.55,190.00,4342.00,219.56,43.76,0.97
Unclassified advertisers,THB 219.71 - THB 222.90,4622.00,220.29,184.54,4468.00,220.28,41.30,0.97
Unclassified advertisers,THB 222.90 - THB 226.08,802.00,224.47,46.36,745.00,224.45,62.23,0.93
Unclassified advertisers,THB 226.08 - THB 229.27,854.00,228.48,51.93,818.00,228.49,63.48,0.96
Unclassified advertisers,THB 229.27 - THB 232.45,2253.00,230.31,140.35,2173.00,230.30,64.59,0.96
Unclassified advertisers,THB 232.45 - THB 235.64,566.00,234.19,32.89,520.00,234.19,63.25,0.92
Unclassified advertisers,THB 235.64 - THB 238.82,519.00,237.38,30.96,483.00,237.39,64.10,0.93
Unclassified advertisers,THB 238.82 - THB 242.00,504.00,240.61,29.71,457.00,240.63,65.01,0.91
Unclassified advertisers,THB 242.00 - THB 245.19,495.00,243.81,29.42,455.00,243.82,64.66,0.92
Unclassified advertisers,THB 245.19 - THB 248.37,2159.00,245.84,144.84,1943.00,245.84,74.54,0.90
Unclassified advertisers,THB 248.37 - THB 251.56,784.00,250.11,37.56,719.00,250.09,52.24,0.92
Unclassified advertisers,THB 251.56 - THB 254.74,614.00,253.60,36.46,565.00,253.59,64.52,0.92
Unclassified advertisers,THB 254.74 - THB 257.93,898.00,256.44,53.75,839.00,256.45,64.07,0.93
Unclassified advertisers,THB 257.93 - THB 261.11,422.00,259.76,23.86,382.00,259.75,62.46,0.91
Unclassified advertisers,THB 261.11 - THB 264.29,424.00,262.99,25.54,396.00,262.99,64.49,0.93
Unclassified advertisers,THB 264.29 - THB 267.48,440.00,266.18,26.17,404.00,266.21,64.78,0.92
Unclassified advertisers,THB 267.48 - THB 270.66,424.00,269.41,25.80,401.00,269.41,64.33,0.95
Unclassified advertisers,THB 270.66 - THB 273.85,376.00,272.61,24.55,355.00,272.57,69.16,0.94
Unclassified advertisers,THB 273.85 - THB 277.03,424.00,275.80,25.94,397.00,275.78,65.34,0.94
Unclassified advertisers,THB 277.03 - THB 280.22,379.00,278.99,24.59,352.00,279.00,69.86,0.93
Unclassified advertisers,THB 280.22 - THB 283.40,408.00,282.10,24.89,379.00,282.10,65.68,0.93
Unclassified advertisers,THB 283.40 - THB 286.58,406.00,285.28,26.11,382.00,285.29,68.36,0.94
Unclassified advertisers,THB 286.58 - THB 289.77,368.00,288.43,24.22,345.00,288.41,70.19,0.94
Unclassified advertisers,THB 289.77 - THB 292.95,677.00,291.52,26.41,648.00,291.55,40.76,0.96
Unclassified advertisers,THB 292.95 - THB 296.14,339.00,294.93,21.39,314.00,294.92,68.13,0.93
Unclassified advertisers,THB 296.14 - THB 299.32,307.00,298.17,18.70,283.00,298.16,66.07,0.92
Unclassified advertisers,THB 299.32 - THB 302.51,309.00,301.29,19.40,293.00,301.28,66.22,0.95
Unclassified advertisers,THB 302.51 - THB 305.69,297.00,304.60,18.01,267.00,304.63,67.46,0.90
Unclassified advertisers,THB 305.69 - THB 308.87,326.00,307.64,20.96,307.00,307.63,68.28,0.94
Unclassified advertisers,THB 308.87 - THB 312.06,308.00,310.81,19.68,288.00,310.82,68.34,0.94
Unclassified advertisers,THB 312.06 - THB 315.24,315.00,314.17,18.75,292.00,314.21,64.20,0.93
Unclassified advertisers,THB 315.24 - THB 318.43,303.00,317.22,19.73,292.00,317.23,67.57,0.96
Unclassified advertisers,THB 318.43 - THB 321.61,4525.00,318.95,309.91,4097.00,318.96,75.64,0.91
Unclassified advertisers,THB 321.61 - THB 324.80,411.00,323.70,24.54,351.00,323.69,69.93,0.85
Unclassified advertisers,THB 324.80 - THB 327.98,963.00,326.92,53.04,690.00,326.90,76.88,0.72
Unclassified advertisers,THB 327.98 - THB 331.16,268.00,329.96,16.58,249.00,329.97,66.59,0.93
Unclassified advertisers,THB 331.16 - THB 334.35,271.00,333.25,18.10,249.00,333.28,72.69,0.92
Unclassified advertisers,THB 334.35 - THB 337.53,275.00,336.53,17.95,265.00,336.56,67.72,0.96
Unclassified advertisers,THB 337.53 - THB 340.72,283.00,339.52,19.29,272.00,339.54,70.91,0.96
Unclassified advertisers,THB 340.72 - THB 343.90,268.00,342.72,17.14,250.00,342.74,68.55,0.93
Unclassified advertisers,THB 343.90 - THB 347.09,222.00,346.02,14.78,204.00,346.02,72.45,0.92
Unclassified advertisers,THB 347.09 - THB 350.27,264.00,349.23,16.33,243.00,349.25,67.21,0.92
Unclassified advertisers,THB 350.27 - THB 353.45,193.00,352.41,12.82,178.00,352.40,72.03,0.92
Unclassified advertisers,THB 353.45 - THB 356.64,195.00,355.49,13.24,178.00,355.53,74.41,0.91
Unclassified advertisers,THB 356.64 - THB 359.82,208.00,358.67,11.96,188.00,358.68,63.62,0.90
Unclassified advertisers,THB 359.82 - THB 363.01,201.00,361.95,12.77,191.00,361.96,66.84,0.95
Unclassified advertisers,THB 363.01 - THB 366.19,210.00,365.11,13.99,195.00,365.13,71.76,0.93
Unclassified advertisers,THB 366.19 - THB 369.37,224.00,368.43,16.38,209.00,368.50,78.37,0.93
Unclassified advertisers,THB 369.37 - THB 372.56,258.00,371.64,16.94,242.00,371.62,70.01,0.94
Unclassified advertisers,THB 372.56 - THB 375.74,203.00,374.72,13.60,187.00,374.73,72.72,0.92
Unclassified advertisers,THB 375.74 - THB 378.93,213.00,378.02,13.26,202.00,378.03,65.67,0.95
Unclassified advertisers,THB 378.93 - THB 382.11,189.00,381.08,13.78,179.00,381.06,76.96,0.95
Unclassified advertisers,THB 382.11 - THB 385.30,214.00,384.28,16.00,203.00,384.29,78.80,0.95
Unclassified advertisers,THB 385.30 - THB 388.48,169.00,387.45,11.08,165.00,387.48,67.14,0.98
Unclassified advertisers,THB 388.48 - THB 391.66,162.00,390.75,11.98,158.00,390.76,75.80,0.98
Unclassified advertisers,THB 391.66 - THB 394.85,154.00,393.88,10.38,147.00,393.83,70.61,0.95
Unclassified advertisers,THB 394.85 - THB 398.03,141.00,397.36,9.95,132.00,397.37,75.41,0.94
Unclassified advertisers,THB 398.03 - THB 401.22,169.00,400.23,11.60,159.00,400.26,72.96,0.94
Unclassified advertisers,THB 401.22 - THB 404.40,163.00,403.31,11.63,154.00,403.32,75.50,0.94
Unclassified advertisers,THB 404.40 - THB 407.59,154.00,406.62,12.80,144.00,406.60,88.86,0.94
Unclassified advertisers,THB 407.59 - THB 410.77,141.00,409.66,10.53,131.00,409.65,80.35,0.93
Unclassified advertisers,THB 410.77 - THB 413.95,156.00,413.01,11.04,148.00,413.01,74.61,0.95
Unclassified advertisers,THB 413.95 - THB 417.14,147.00,416.30,10.08,139.00,416.33,72.54,0.95
Unclassified advertisers,THB 417.14 - THB 420.32,178.00,419.57,12.99,168.00,419.58,77.31,0.94
Unclassified advertisers,THB 420.32 - THB 423.51,153.00,422.63,11.61,149.00,422.65,77.92,0.97
Unclassified advertisers,THB 423.51 - THB 426.69,108.00,425.91,8.06,99.00,425.92,81.46,0.92
Unclassified advertisers,THB 426.69 - THB 429.88,134.00,429.00,10.70,133.00,429.00,80.49,0.99
Unclassified advertisers,THB 429.88 - THB 433.06,136.00,432.14,10.05,132.00,432.16,76.10,0.97
Unclassified advertisers,THB 433.06 - THB 436.24,124.00,435.37,9.05,118.00,435.39,76.69,0.95
Unclassified advertisers,THB 436.24 - THB 439.43,124.00,438.52,8.15,116.00,438.58,70.28,0.94
Unclassified advertisers,THB 439.43 - THB 442.61,123.00,441.50,9.19,116.00,441.54,79.23,0.94
Unclassified advertisers,THB 442.61 - THB 445.80,111.00,445.08,7.96,100.00,445.08,79.59,0.90
Unclassified advertisers,THB 445.80 - THB 448.98,112.00,447.79,8.83,105.00,447.85,84.12,0.94
Unclassified advertisers,THB 448.98 - THB 452.17,109.00,451.60,7.59,102.00,451.62,74.45,0.94
Unclassified advertisers,THB 452.17 - THB 455.35,233.00,454.97,16.28,222.00,455.00,73.33,0.95
Unclassified advertisers,THB 455.35 - THB 458.53,127.00,457.24,10.67,118.00,457.25,90.41,0.93
Unclassified advertisers,THB 458.53 - THB 461.72,87.00,460.87,6.47,83.00,460.82,77.91,0.95
Unclassified advertisers,THB 461.72 - THB 464.90,105.00,463.69,8.43,100.00,463.72,84.32,0.95
Unclassified advertisers,THB 464.90 - THB 468.09,87.00,467.34,7.93,84.00,467.35,94.41,0.97
Unclassified advertisers,THB 468.09 - THB 471.27,89.00,470.54,7.43,84.00,470.62,88.50,0.94
Unclassified advertisers,THB 471.27 - THB 474.46,94.00,473.88,6.77,90.00,473.94,75.21,0.96
Unclassified advertisers,THB 474.46 - THB 477.64,90.00,476.83,8.26,84.00,476.87,98.35,0.93
Unclassified advertisers,THB 477.64 - THB 480.82,121.00,479.58,10.37,107.00,479.58,96.94,0.88
Unclassified advertisers,THB 480.82 - THB 484.01,87.00,483.20,7.27,84.00,483.20,86.58,0.97
Unclassified advertisers,THB 484.01 - THB 487.19,90.00,486.23,6.21,85.00,486.28,73.08,0.94
Unclassified advertisers,THB 487.19 - THB 490.38,76.00,489.32,5.86,73.00,489.35,80.26,0.96
Unclassified advertisers,THB 490.38 - THB 493.56,91.00,492.67,8.49,88.00,492.72,96.45,0.97
Unclassified advertisers,THB 493.56 - THB 496.75,75.00,496.02,6.73,70.00,496.04,96.11,0.93
Unclassified advertisers,THB 496.75 - THB 499.93,66.00,498.99,4.75,58.00,498.90,81.92,0.88
Unclassified advertisers,THB 499.93 - THB 503.11,69.00,502.29,5.64,63.00,502.31,89.60,0.91
Unclassified advertisers,THB 503.11 - THB 506.30,67.00,505.60,5.05,63.00,505.62,80.20,0.94
Unclassified advertisers,THB 506.30 - THB 509.48,62.00,508.65,5.49,62.00,508.65,88.47,1.00
Unclassified advertisers,THB 509.48 - THB 512.67,86.00,511.69,6.98,85.00,511.67,82.17,0.99
Unclassified advertisers,THB 512.67 - THB 515.85,65.00,515.13,4.93,60.00,515.12,82.21,0.92
Unclassified advertisers,THB 515.85 - THB 519.04,75.00,518.27,5.72,71.00,518.32,80.54,0.95
Unclassified advertisers,THB 519.04 - THB 522.22,57.00,521.24,5.70,55.00,521.19,103.58,0.96
Unclassified advertisers,THB 522.22 - THB 525.40,64.00,524.33,4.62,60.00,524.32,76.95,0.94
Unclassified advertisers,THB 525.40 - THB 528.59,56.00,527.58,5.25,53.00,527.56,98.97,0.95
Unclassified advertisers,THB 528.59 - THB 531.77,70.00,531.24,5.36,62.00,531.26,86.53,0.89
Unclassified advertisers,THB 531.77 - THB 534.96,70.00,534.06,6.33,68.00,534.08,93.14,0.97
Unclassified advertisers,THB 534.96 - THB 538.14,65.00,537.29,6.95,60.00,537.25,115.87,0.92
Unclassified advertisers,THB 538.14 - THB 541.33,67.00,540.44,5.65,60.00,540.41,94.22,0.90
Unclassified advertisers,THB 541.33 - THB 544.51,54.00,543.58,3.91,51.00,543.62,76.73,0.94
Unclassified advertisers,THB 544.51 - THB 547.69,58.00,546.80,5.51,55.00,546.81,100.13,0.95
Unclassified advertisers,THB 547.69 - THB 550.88,54.00,549.77,3.85,50.00,549.78,77.05,0.93
Unclassified advertisers,THB 550.88 - THB 554.06,55.00,553.12,4.35,53.00,553.16,82.10,0.96
Unclassified advertisers,THB 554.06 - THB 557.25,45.00,556.23,3.29,40.00,556.22,82.22,0.89
Unclassified advertisers,THB 557.25 - THB 560.43,50.00,559.53,3.51,45.00,559.58,77.94,0.90
Unclassified advertisers,THB 560.43 - THB 563.62,61.00,562.90,5.58,58.00,562.96,96.24,0.95
Unclassified advertisers,THB 563.62 - THB 566.80,49.00,566.38,5.00,46.00,566.38,108.63,0.94
Unclassified advertisers,THB 566.80 - THB 569.98,53.00,569.26,4.37,48.00,569.38,91.08,0.91
Unclassified advertisers,THB 569.98 - THB 573.17,53.00,572.43,5.09,49.00,572.37,103.90,0.92
